Reporting year,Commitment date (dd-mm-yyyy),Reporting country / organisation,Extending agency,CRS Identification N°,Donor project N°,Nature of submission,Recipient country,Channel of delivery name,Channel code,Bi/Multi,Type of flow (main DAC 1 category),Type of finance,Type of aid,Short description / Project title,Sector / Purpose code,Geographical target area,Expected starting date ,Expected completion date,Description,Gender equality,Aid to environment,PD/GG,Trade Development,FTC,PBA,Investment,AF,Biodiversity,Climate change - mitigation,Climate change - adaptation,Desertification,Currency,Commitments,Amounts extended,USD_commitment in millions,USD_disbursement in millions,ODA grant equivalent,Amounts received (for loans: only principal),Amount untied,Amount partially untied,Amount tied,Amount of IRTC,"** If project type, amount of experts-commitments","** If project type, amount of experts-extended",Amount of export credit,Leveraging mechanism and role/position,Amounts mobilised from the private sector,Origin of the funds mobilised,"Type (EPP:1,annuity:2,lump sum:3,other:5)",Number of repayment per annum,Interest rate,Second interest rate,First repayment date (dd-mm-yyyy),Final repayment date (dd-mm-yyyy),Interest received,Principal disbursed and still outstanding,Arrears of principal (included in item 51),Arrears of interest,RMNCH,Capital Expenditure % (Voluntary),Discount Rate,GE,
2016,01/01/2016,21,1,2016000958,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Good Shepherd Sisters Our Journey of Transforma tion - Year 2,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Good Shepherd Sisters Our Journey of Transformation - Year 2 – (to develop Strategic Plans and capacity building initiatives in 5 GSS Latin American Provinces and India/Nepal),1,0,2,,,1,,,0,0,0,0,918,69.87,69.87, 0.08 , 0.08 ,,,69.87,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000937,B2MISCARA-CSFSTRAT,8,728,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Viatores Christi Capacity Development Transition Project,11430,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Viatores Christi Capacity Development Transition Project, Partnersin Compassion Cambodia - (To ensure the smooth, effective &sustainable transition to local ownership of project management)",1,0,2,,,1,,,0,0,0,0,918,26.818,26.818, 0.03 , 0.03 ,,,26.818,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000664,B2MISCARA-CSFSTRAT,8,241,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Presentation  Brothers Project Accounting/Needs Analysis Training,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Presentation  Brothers Project Accounting/NeedsAnalysis Training - (to provide training for our project managers (Ghana/Nigeria) inaccounting and Needs Analysis/baseline surveying (Nigeria)),1,0,2,,,1,,,0,0,0,0,918,16.257,16.257, 0.02 , 0.02 ,,,16.257,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000669,B2MISCARA-CSFSTRAT,8,248,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Medical Missionaries of Mary Training on planning and proposal development,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Medical Missionaries of Mary Training on planning and proposal development inthe light of the increasing focus on results Kenya  - (build knowledge/skills of staff in developing projects in line with results based planning and,1,0,2,,,1,,,0,0,0,0,918,10.869,10.869, 0.01 , 0.01 ,,,10.869,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001103,B2PROGRAM-CSFPRGFND,8,248,Aidlink,22000,7,10,110,B01,Civil Society Programme Funding: School management and wider community sensitised a nd equipped to promote girl ch ild participation in primary s,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: School management and wider community sensitised and equipped to promote girl child participation in primary school,2,2,1,,,1,,,0,0,2,2,918,35.202,35.202, 0.04 , 0.04 ,,,35.202,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001051,B2PROGRAM-CSFPRGFND,8,244,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.4:  Teachers receive regular and relevant guidan ce from education authorities to improve their teaching meth,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.4:  Teachers receive regular and relevant guidance from education authoritiesto improve their teaching methods in the target schools,1,0,1,,,1,,,0,0,0,0,918,7.631,7.631, 0.01 , 0.01 ,,,7.631,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001267,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.3:  Teachers receive regular and relevant guidan ce from education authorities to improve their teaching meth,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.3:  Teachers receive regular and relevant guidance from education authoritiesto improve their teaching methods in the target schools,1,0,1,,,1,,,0,0,0,0,918,4.68,4.68, 0.01 , 0.01 ,,,4.68,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001398,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.3:  Teachers receive regular and relevant guidan ce from education authorities to improve their teaching meth,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.3:  Teachers receive regular and relevant guidance from education authoritiesto improve their teaching methods in the target schools,1,0,1,,,1,,,0,0,0,0,918,18.584,18.584, 0.02 , 0.02 ,,,18.584,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001035,B2PROGRAM-CSFPRGFND,8,243,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.4: Teachers receive regular and relevant guidanc e from education authorities t o improve their teaching metho,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.4: Teachers receive regular and relevant guidance from education authorities to improve their teaching methods in the target schools,1,0,1,,,1,,,0,0,0,0,918,5.075,5.075, 0.01 , 0.01 ,,,5.075,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001308,B2PROGRAM-CSFPRGFND,8,279,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Increased institutional capacity to implement good quality sustainable and affordable health interventions which mee,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Increased institutional capacity to implement good quality sustainable and affordable health interventions which meet the needs of the mostvulnerable in Twic, AAA, Sobat and Maban",1,0,2,,,1,,,0,0,0,0,918,169.418,169.418, 0.19 , 0.19 ,,,169.418,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001005,B2PROGRAM-CSFPRGFND,8,238,Goal,22000,7,10,110,B01,"Civil Society Programme Funding: Increased institutional capacity in Borena, Sidama and West Hararghe to implement good quality sustainable and affor",12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Increased institutional capacity in Borena, Sidama and West Hararghe to implement good quality sustainable and affordable health interventions which meet the needs of the most vulnerable",1,0,2,,,1,,,0,0,0,0,918,98.347,98.347, 0.11 , 0.11 ,,,98.347,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001089,B2PROGRAM-CSFPRGFND,8,248,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Strengthened institutional capacity to implement good quality sustainable and affordable health interventionswhich m,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Strengthened institutional capacity to implement good quality sustainable and affordable health interventionswhich meet the needs of the most vulnerable in Mukuru, Karibangi/Korogocho and Dandora.",1,0,2,,,1,,,0,0,0,0,918,67.752,67.752, 0.07 , 0.07 ,,,67.752,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001480,B2PROGRAM-CSFPRGFND,8,645,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Strengthened institutional capacity to implement good quality sustainable and affordable health interventionswhich m,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Strengthened institutional capacity to implement good quality sustainable and affordable health interventionswhich meet the needs of the most vulnerable in GOAL India operational areas in West Bengal.,1,0,0,,,1,,,0,0,0,0,918,0.782,0.782, 0.00 , 0.00 ,,,0.782,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001047,B2PROGRAM-CSFPRGFND,8,243,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 6) Contributed to post Ebola recovery in the three  affected countries,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 6) Contributed to post Ebola recovery in the three affected countries,1,0,2,,,1,,,0,0,0,0,918,18.037,18.037, 0.02 , 0.02 ,,,18.037,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001112,B2PROGRAM-CSFPRGFND,8,251,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 6) Contributed to post Ebola recovery in the three  affected countries,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 6) Contributed to post Ebola recovery in the three affected countries,1,0,2,,,1,,,0,0,0,0,918,19.868,19.868, 0.02 , 0.02 ,,,19.868,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001151,B2PROGRAM-CSFPRGFND,8,255,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrateg,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,326.775,326.775, 0.36 , 0.36 ,,,326.775,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001230,B2PROGRAM-CSFPRGFND,8,269,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrateg,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,159.746,159.746, 0.18 , 0.18 ,,,159.746,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001233,B2PROGRAM-CSFPRGFND,8,272,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrateg,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,38.135,38.135, 0.04 , 0.04 ,,,38.135,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001422,B2PROGRAM-CSFPRGFND,8,298,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrateg,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,5.274,5.274, 0.01 , 0.01 ,,,5.274,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001207,B2PROGRAM-CSFPRGFND,8,265,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Increased institutional capacity to implement good quality sustainable and affordable health interventions which mee,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Increased institutional capacity to implement good quality sustainable and affordable health interventions which meet the needs of the mostvulnerable in GOAL target communities in Nyanga and Makoni Districts of Manicaland Province,1,0,2,,,1,,,0,0,0,0,918,6.898,6.898, 0.01 , 0.01 ,,,6.898,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016002028,B4ESSHEA-HEAHQ001,8,998,Irish Forum For Global Health,22000,3,10,110,B01,HEALTH HQ - GENERAL: SUPPORT TO THE THE IRISH FORUM FOR GLOBAL HEALTH IFGH 2016,12110,,01/01/2016,31/12/2016,HEALTH HQ - GENERAL: SUPPORT TO THE THE IRISH FORUM FOR GLOBAL HEALTH IFGH 2016,1,,,,,,,,,,,,918,50,50, 0.06 , 0.06 ,,,50,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016000748,B2MISCARA-CSFSTRAT,8,253,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Saint John of God Brothers Training and development of Registered Nurses at S alth Sciences,12181,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Saint John of God Brothers Training and developmentof Registered Nurses at Saint John of God College of Health Sciences,1,0,0,,,1,,,0,0,0,0,918,162.577,162.577, 0.18 , 0.18 ,,,162.577,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001236,B2PROGRAM-CSFPRGFND,8,272,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 6) Contributed to post Ebola recovery in the three  affected countries,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 6) Contributed to post Ebola recovery in the three affected countries,1,0,2,,,1,,,0,0,0,0,918,34.838,34.838, 0.04 , 0.04 ,,,34.838,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000765,B2MISCARA-CSFSTRAT,8,261,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Sisters of St Louis Upgrading of the St. Louis School of Midwifery Zon al and infant health,12181,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Sisters of St Louis Upgrading of the St. Louis School of Midwifery Zonkwa to promote improved maternal and infant health in northern Nigeria,1,0,0,,,1,,,0,0,0,0,918,163.472,163.472, 0.18 , 0.18 ,,,163.472,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000803,B2MISCARA-CSFSTRAT,8,279,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Franciscan Missionary Sisters for Africa Online Master’s Degree course in Public Health,12181,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Franciscan Missionary Sisters for Africa Online Master’s Degree course in Public Health - Specializing in  Management ofHealth Systems from University of Liverpool, UK",1,0,2,,,1,,,0,0,0,0,918,8.065,8.065, 0.01 , 0.01 ,,,8.065,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016001266,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.2   Students have access to basic resources need ed for learning,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.2   Students have access to basic resources needed for learning,1,0,0,,,1,,,0,0,0,0,918,6.726,6.726, 0.01 , 0.01 ,,,6.726,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001396,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.1: Teachers adopt child friendly and inclusive t eaching methods,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.1: Teachers adopt child friendly and inclusive teaching methods,1,0,0,,,1,,,0,0,0,0,918,50.049,50.049, 0.06 , 0.06 ,,,50.049,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000912,B2MISCARA-CSFSTRAT,8,550,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Franciscan Missionaries of the Divine Motherhood Health and Human Rights for the Elderly  HHRE,12182,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Franciscan Missionaries of the Divine Motherhood Health and Human Rights for the Elderly  HHRE - (of older people:  non-communicable disease research awareness raising of their medical needs; promoting their right to services; improving their health,1,0,2,,,1,,,0,0,0,0,918,76.287,76.287, 0.08 , 0.08 ,,,76.287,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000747,B2MISCARA-CSFSTRAT,8,253,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Saint John of God Brothers Community Mental Health O utreach Project in the No,12191,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Saint John of God Brothers Community Mental Health Outreach Project in the Northern Malawi,1,0,2,,,1,,,0,0,0,0,918,163.471,163.471, 0.18 , 0.18 ,,,163.471,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001405,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 3.2 Children are influencing school management in relation to their educational needs,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 3.2 Children are influencing school management inrelation to their educationalneeds,1,0,1,,,1,,,0,0,0,0,918,14.695,14.695, 0.02 , 0.02 ,,,14.695,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000703,B2MISCARA-CSFSTRAT,8,248,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Daughters of Charity of St Vincent de Paul Daughters of Charity Thig io Development Project.,12191,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Daughters of Charity of St Vincent de Paul Daughters of Charity Thigio Development Project.,1,0,2,,,1,,,0,0,0,0,918,56.655,56.655, 0.06 , 0.06 ,,,56.655,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001276,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 3.2 Children taking up active roles in school mana gement and promoting education  in their communities,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 3.2 Children taking up active roles in school management and promoting education in their communities,1,0,1,,,1,,,0,0,0,0,918,3.446,3.446, 0.00 , 0.00 ,,,3.446,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001265,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.1 Teachers have improved teaching competency and   adopt child friendly and inc lusive teaching methods,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.1 Teachers have improved teaching competency and  adopt child friendly and inclusive teaching methods,1,0,0,,,1,,,0,0,0,0,918,2.373,2.373, 0.00 , 0.00 ,,,2.373,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000957,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Franciscan Missionaries of the Divine Motherhood Workshop in Grant Writing  and Fund Riasing for Mis,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Franciscan Missionaries of the Divine Motherhood Workshop in Grant Writing and Fund Riasing for Missionary Projects,1,0,2,,,1,,,0,0,0,0,918,0.817,0.817, 0.00 , 0.00 ,,,0.817,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000902,B2MISCARA-CSFSTRAT,8,454,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: De La Salle Brothers Promoting children rights,11320,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: De La Salle Brothers Promoting children rights safeguard at school, infamily and in marginalised communities (Lima, Pisco, Urubamba, Abancay, Zapallal)",1,0,2,,,1,,,0,0,0,0,918,14.144,14.144, 0.02 , 0.02 ,,,14.144,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000763,B2MISCARA-CSFSTRAT,8,261,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Sisters of the Infant Jesus Support to Enable the Sisters of the Infant Jesus,11320,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Sisters of the Infant Jesus Support to Enable the Sisters of the Infant Jesusprovide quality Secondary Education Through the Provision of Basic Learning Facilities.,1,0,2,,,1,,,0,0,0,0,918,108.981,108.981, 0.12 , 0.12 ,,,108.981,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001312,B2PROGRAM-CSFPRGFND,8,279,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,12261,,01/01/2016,31/12/2016,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,1,1,1,,,1,,,0,1,1,0,918,2.816,2.816, 0.00 , 0.00 ,,,2.816,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001377,B2PROGRAM-CSFPRGFND,8,285,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,12261,,01/01/2016,31/12/2016,Civil Society Programme Funding: Gender/HIV/ Environment/Child Protection,1,1,1,,,1,,,0,1,1,0,918,6.996,6.996, 0.01 , 0.01 ,,,6.996,,,,,,,,,,,,,,,,,,,,1,,,,
