iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
XM-DAC-21-1-20179902021B3HUMPRACT-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Sphere 16 01 2nd Tranche ,Sphere 16 01 2nd Tranche ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,125000,0,0,0,0,0
XM-DAC-21-1-20179902022B3HUMPRACT-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,CHS 16 01 2nd Tranche ,CHS 16 01 2nd Tranche ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,125000,0,0,0,0,0
XM-DAC-21-1-20179902023B3HUMREF-RECHQ40,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IOM 17 01 Refugee Resettlement ,IOM 17 01 Refugee Resettlement ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,152364.5,0,0,0,0,0
XM-DAC-21-1-20179902025B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LY,Libya,,,,,,,,,,1,110,10,,,EUR,,0,0,79393.29,0,0,0,0
XM-DAC-21-1-20179902026B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,0,20305.49,0,0,0,0
XM-DAC-21-1-20179902027B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ET,Ethiopia,,,,,,,,,,1,110,10,,,EUR,,0,0,225826.60000000003,0,0,0,0
XM-DAC-21-1-20179902028B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,GH,Ghana,,,,,,,,,,1,110,10,,,EUR,,0,0,63954.89,0,0,0,0
XM-DAC-21-1-20179902029B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,KE,Kenya,,,,,,,,,,1,110,10,,,EUR,,0,0,89580.15,0,0,0,0
XM-DAC-21-1-20179902030B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MW,Malawi,,,,,,,,,,1,110,10,,,EUR,,0,0,60256.41,0,0,0,0
XM-DAC-21-1-20179902031B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,NG,Nigeria,,,,,,,,,,1,110,10,,,EUR,,0,0,114553.66000000002,0,0,0,0
XM-DAC-21-1-20179902032B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SD,Sudan (The),,,,,,,,,,1,110,10,,,EUR,,0,0,29588.050000000003,0,0,0,0
XM-DAC-21-1-20179902033B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,1,110,10,,,EUR,,0,0,39819.979999999996,0,0,0,0
XM-DAC-21-1-20179902034B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SZ,Eswatini,,,,,,,,,,1,110,10,,,EUR,,0,0,10850.099999999999,0,0,0,0
XM-DAC-21-1-20179902035B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UG,Uganda,,,,,,,,,,1,110,10,,,EUR,,0,0,4908.22,0,0,0,0
XM-DAC-21-1-20179902036B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,HT,Haiti,,,,,,,,,,1,110,10,,,EUR,,0,0,19864.73,0,0,0,0
XM-DAC-21-1-20179902037B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,IQ,Iraq,,,,,,,,,,1,110,10,,,EUR,,0,0,66874.2,0,0,0,0
XM-DAC-21-1-20179902038B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,JO,Jordan,,,,,,,,,,1,110,10,,,EUR,,0,0,2639.89,0,0,0,0
XM-DAC-21-1-20179902039B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TR,Turkey,,,,,,,,,,1,110,10,,,EUR,,0,0,44478.66,0,0,0,0
XM-DAC-21-1-20179902040B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,0,115664.22000000003,0,0,0,0
XM-DAC-21-1-20179902041B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MM,Myanmar,,,,,,,,,,1,110,10,,,EUR,,0,0,30025.649999999998,0,0,0,0
XM-DAC-21-1-20179902042B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BD,Bangladesh,,,,,,,,,,1,110,10,,,EUR,,0,0,81073.72,0,0,0,0
XM-DAC-21-1-20179902043B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,0,102096.80000000002,0,0,0,0
XM-DAC-21-1-20179902044B3STAB-GOVETNA02,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: INTERNATIONAL COMMISSION ON MISSING PERSONS 17 02 STABILITY FUND,Stability Fund: INTERNATIONAL COMMISSION ON MISSING PERSONS 17 02 STABILITY FUND,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,150000,0,0,0,0,0
XM-DAC-21-1-20179902045B3STAB-PPECAPDEV,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: WOMAN WAGE PEACE 17 02 STABILITY FUND SUPPORT TO PEACEBUILDING IN ISRAEL AND PALESTINE,Stability Fund: WOMAN WAGE PEACE 17 02 STABILITY FUND SUPPORT TO PEACEBUILDING IN ISRAEL AND PALESTINE,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,20000,0,0,0,0,0
XM-DAC-21-1-20179902046B3STAB-PPECAPDEV,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"Stability Fund: NGO COMMITTEE ON THE STATUS OF WOMEN, NY STAB FUND 17 02 TRAINING AND CAPACITY BUILDING FOR ADVOCACY","Stability Fund: NGO COMMITTEE ON THE STATUS OF WOMEN, NY STAB FUND 17 02 TRAINING AND CAPACITY BUILDING FOR ADVOCACY",4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,50000,0,0,0,0,0
XM-DAC-21-1-20179902047B3STAB-RECHQ017,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: IAEA TECHNICAL COOPERATION FUND 17 02 STABILITY FUND CORE FUNDING,Stability Fund: IAEA TECHNICAL COOPERATION FUND 17 02 STABILITY FUND CORE FUNDING,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,140000,0,0,0,0,0
XM-DAC-21-1-20179902048B3STAB-RECHQ020,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: DEF 1710 WASTE MANAGEMENT EQUIPMENT PROJECT AYNATA,Stability Fund: DEF 1710 WASTE MANAGEMENT EQUIPMENT PROJECT AYNATA,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,0,4317.6,0,0,0,0
XM-DAC-21-1-20179902049B3STAB-RECHQ020,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: DEF 1711 GENERATOR FOR CULTURE CENTRE BINT JUBAYL,Stability Fund: DEF 1711 GENERATOR FOR CULTURE CENTRE BINT JUBAYL,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,0,3845.49,0,0,0,0
XM-DAC-21-1-20179902050B3STAB-RECHQ020,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: DEF 1712 ROAD SAFETY REHABILITATION PROJECT RSHAF,Stability Fund: DEF 1712 ROAD SAFETY REHABILITATION PROJECT RSHAF,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,0,10336.48,0,0,0,0
XM-DAC-21-1-20179902051B3STAB-RECHQ020,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: DEF 1713 SOLAR PANEL PROJECT TIBNINE GIRLS ORPHANAGE,Stability Fund: DEF 1713 SOLAR PANEL PROJECT TIBNINE GIRLS ORPHANAGE,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,0,12920.17,0,0,0,0
XM-DAC-21-1-20179902052B3STAB-RECHQ020,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: DEF 1714 WATER ATTENUATION POND YAROUN,Stability Fund: DEF 1714 WATER ATTENUATION POND YAROUN,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,0,4317.6,0,0,0,0
XM-DAC-21-1-20179902053B3STAB-RECHQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: FORWARD THINKING 17 02 STABILITY FUND PROJECT FUNDING,Stability Fund: FORWARD THINKING 17 02 STABILITY FUND PROJECT FUNDING,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,PS,"Palestine, State Of",,,,,,,,,,1,110,10,,,EUR,,0,83500,0,0,0,0,0
XM-DAC-21-1-20179902054B3STAB-RECHQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: STABILITY FUND 17-01 CONTRIBUTION TO HANDICAP INTERNATIONAL TO FUND RESEARCH,Stability Fund: STABILITY FUND 17-01 CONTRIBUTION TO HANDICAP INTERNATIONAL TO FUND RESEARCH,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,32381.999999999996,0,0,0,0,0
XM-DAC-21-1-20179902055B3STAB-RECHQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: PEACE BUILDING SUPPORT OFFICE 17 01 STABILITY FUND SUPPORT TO THE PROGRESS STUDY,Stability Fund: PEACE BUILDING SUPPORT OFFICE 17 01 STABILITY FUND SUPPORT TO THE PROGRESS STUDY,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902056B3STAB-RECHQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: CONCILIATION RESOURCES STABILITY FUND 17 02 CORE FUNDING,Stability Fund: CONCILIATION RESOURCES STABILITY FUND 17 02 CORE FUNDING,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,3,110,10,,,EUR,,0,90000,0,0,0,0,0
XM-DAC-21-1-20179902057B3STAB-RECHQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: UN DEPARTMENT OF POLITICAL AFFAIRS MEDIATION SUPPORT UNIT,Stability Fund: UN DEPARTMENT OF POLITICAL AFFAIRS MEDIATION SUPPORT UNIT,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,350000,0,0,0,0,0
XM-DAC-21-1-20179902058B3STAB-RECHQ025,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: INSTITUTE FOR INTEGRATED TRANSITIONS 17 02 STABILITY FUND,Stability Fund: INSTITUTE FOR INTEGRATED TRANSITIONS 17 02 STABILITY FUND,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CO,Colombia,,,,,,,,,,1,110,10,,,EUR,,0,50000,0,0,0,0,0
XM-DAC-21-1-20179902059B3STAB-RECHQ025,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: IPCRI 17 02 STABILITY FUND THE JERUSALEM BELFAST FORUM,Stability Fund: IPCRI 17 02 STABILITY FUND THE JERUSALEM BELFAST FORUM,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,589,"Middle East, regional",,,,,,,1,110,10,,,EUR,,0,37838,0,0,0,0,0
XM-DAC-21-1-20179902060B3STAB-RECHQ025,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: INTERNATIONAL ALERT 17 02 STABILITY FUND CORE FUNDING,Stability Fund: INTERNATIONAL ALERT 17 02 STABILITY FUND CORE FUNDING,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,3,110,10,,,EUR,,0,150000,0,0,0,0,0
XM-DAC-21-1-20179902061B3STAB-RECHQ025,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: CRISIS MANAGEMENT INITIATIVE STABILITY FUND 17 02,Stability Fund: CRISIS MANAGEMENT INITIATIVE STABILITY FUND 17 02,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,125000,0,0,0,0,0
XM-DAC-21-1-20179902062B3STAB-RECHQ050,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: COUNCIL OF EUROPE 17 02 STABILITY FUND SUPPORT TO ACTION PLAN FOR UKRAINE,Stability Fund: COUNCIL OF EUROPE 17 02 STABILITY FUND SUPPORT TO ACTION PLAN FOR UKRAINE,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,40000,0,0,0,0,0
XM-DAC-21-1-20179902063B3STAB-RECHQ060,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: DEMOCRATIC PROGRESS INSTITUTE 17 02 STABILITY FUND,Stability Fund: DEMOCRATIC PROGRESS INSTITUTE 17 02 STABILITY FUND,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TR,Turkey,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902064B3STAB-RECHQ062,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: ATT 1702 ARMS TRADE TREATY SPONSORSHIP PROGRAMME 2017,Stability Fund: ATT 1702 ARMS TRADE TREATY SPONSORSHIP PROGRAMME 2017,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,10000,0,0,0,0,0
XM-DAC-21-1-20179902065B3STAB-RECHQ062,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: ATT 1701 ARMS TRADE TREATY VOLUNTARY TRUST FUND IMPLEMENTATION SUPPORT UNIT,Stability Fund: ATT 1701 ARMS TRADE TREATY VOLUNTARY TRUST FUND IMPLEMENTATION SUPPORT UNIT,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,25000,0,0,0,0,0
XM-DAC-21-1-20179902066B3STAB-RECHQ062,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: ARTICLE 36 17 02 STABILITY FUND CORE FUNDING,Stability Fund: ARTICLE 36 17 02 STABILITY FUND CORE FUNDING,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,3,110,10,,,EUR,,0,35000,0,0,0,0,0
XM-DAC-21-1-20179902067B3STAB-RECHQ062,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: UN INSTITUTE FOR DISARMAMENT RESEARCH 17 02 STABILITY FUND,Stability Fund: UN INSTITUTE FOR DISARMAMENT RESEARCH 17 02 STABILITY FUND,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,50000,0,0,0,0,0
XM-DAC-21-1-20179902068B3STAB-RECHQ070,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: ICJ 17 02 STABILITY FUND GRANT ENHANCING THE ROLE OF JUDICIARY PROTECTING RIGHTS,Stability Fund: ICJ 17 02 STABILITY FUND GRANT ENHANCING THE ROLE OF JUDICIARY PROTECTING RIGHTS,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LB,Lebanon,,,,,,,,,,1,110,10,,,EUR,,0,110000,0,0,0,0,0
XM-DAC-21-1-20179902069B3STAB-RECHQ070,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Stability Fund: COUNCIL OF EUROPE 17 02 STABILITY FUND SUPPORT TO ' WEBCASTING OF PUBLIC HEARING,Stability Fund: COUNCIL OF EUROPE 17 02 STABILITY FUND SUPPORT TO ' WEBCASTING OF PUBLIC HEARING,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,89,"Europe, regional",,,,,,,1,110,10,,,EUR,,0,81721,0,0,0,0,0
